asistencia_laboratorio_pct,asistencia_teorico_pct,asistencia_total_pct,entregas_tarea_puntual,horas_de_estudio_semana,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,indice_procrastinacion,horas_deporte,horas_cultura,horas_extracurriculares,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,horas_trabajo_semana,apoyo_social,estres,bienestar_estudiantil,pps_actual_20,rendimiento,riesgo_de_desercion
Excelente,Excelente,Excelente,Moderado,Intensivo,Impuntual,Alto,Con_deuda,Pago_Directo,Bajo,Estable,Constante,Nula,Nula,Baja,Adecuada,Nula,Bajo,Regular,Bueno,Parcial_Baja,Moderado,Alto,Regular,Inicio,Previsto,Medio
Alta,Alta,Media,Moderado,Intensivo,Puntual,Alto,Sin_deuda,Pago_Directo,Bajo,Riesgo_Moderado,Constante,Constante,Constante,Alta,Moderada,Constante,Bajo,Deficiente,Bueno,Parcial_Alta,Moderado,Moderado,Regular,Previsto,Previsto,Bajo
Media,Excelente,Alta,Consistente,Adecuado,Puntual,Alto,Con_deuda,Beca_Parcial,Medio,Estable,Ocasional,Constante,Constante,Alta,Adecuada,Constante,Moderado,Excesivo,Bueno,Tiempo_Completo,Insuficiente,Alto,Regular,Inicio,Destacado,Alto
Media,Alta,Media,Critico,Adecuado,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Frecuente,Frecuente,Ocasional,Media,Moderada,Frecuente,Bajo,Deficiente,Regular,Parcial_Baja,Moderado,Bajo,Regular,Previsto,Destacado,Bajo
Media,Alta,Media,Consistente,Insuficiente,Puntual,Alto,Con_deuda,Beca_Total,Medio,Sostenible,Frecuente,Frecuente,Ocasional,Baja,Moderada,Nula,Bajo,Adecuado,Excelente,Parcial_Alta,Moderado,Muy_Alto,Regular,Inicio,Inicio,Medio
Media,Alta,Media,Critico,Insuficiente,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Alto,Estable,Frecuente,Frecuente,Frecuente,Media,Inadecuada,Frecuente,Bajo,Deficiente,Regular,Parcial_Alta,Excelente,Alto,Excelente,Previsto,Previsto,Bajo
Alta,Excelente,Media,Ejemplar,Adecuado,Impuntual,Bajo,Con_deuda,Pago_Directo,Alto,Vulnerable,Frecuente,Frecuente,Constante,Alta,Moderada,Frecuente,Alto,Deficiente,Regular,Tiempo_Completo,Insuficiente,Muy_Alto,Critico,En_Proceso,En_Proceso,Alto
Alta,Baja,Media,Critico,Intensivo,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Alto,Estable,Frecuente,Nula,Ocasional,Baja,Moderada,Baja,Moderado,Adecuado,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,Previsto,Previsto,Bajo
Excelente,Excelente,Excelente,Consistente,Insuficiente,Puntual,Alto,Con_deuda,Pago_Directo,Medio,Riesgo_Moderado,Constante,Constante,Ocasional,Alta,Moderada,Nula,Moderado,Regular,Excelente,Parcial_Alta,Excelente,Bajo,Excelente,Inicio,Inicio,Medio
Excelente,Media,Excelente,Critico,Intensivo,Puntual,Alto,Sin_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Minimo,Ocasional,Ocasional,Baja,Adecuada,Baja,Alto,Deficiente,Deficiente,Parcial_Baja,Bueno,Alto,Critico,Inicio,Destacado,Bajo
Excelente,Alta,Media,Critico,Limitado,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Minimo,Frecuente,Ocasional,Baja,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Ninguna,Excelente,Moderado,Regular,Previsto,Destacado,Bajo
Alta,Media,Media,Moderado,Adecuado,Puntual,Alto,Con_deuda,Beca_Total,Alto,Estable,Ocasional,Frecuente,Ocasional,Baja,Moderada,Constante,Moderado,Excesivo,Bueno,Parcial_Baja,Insuficiente,Moderado,Excelente,Previsto,Previsto,Bajo
Alta,Media,Alta,Consistente,Limitado,Impuntual,Alto,Con_deuda,Credito,Medio,Vulnerable,Frecuente,Frecuente,Nula,Media,Inadecuada,Frecuente,Moderado,Excesivo,Bueno,Tiempo_Completo,Bueno,Bajo,Excelente,Inicio,Inicio,Bajo
Baja,Alta,Media,Consistente,Adecuado,Impuntual,Alto,Sin_deuda,Beca_Total,Medio,Riesgo_Moderado,Minimo,Nula,Nula,Baja,Moderada,Frecuente,Bajo,Excesivo,Regular,Parcial_Alta,Excelente,Muy_Alto,Excelente,Previsto,Destacado,Alto
Media,Excelente,Alta,Moderado,Limitado,Puntual,Medio,Sin_deuda,Pago_Directo,Alto,Riesgo_Moderado,Minimo,Nula,Ocasional,Baja,Moderada,Frecuente,Moderado,Adecuado,Deficiente,Ninguna,Insuficiente,Bajo,Excelente,Previsto,Destacado,Bajo
Excelente,Excelente,Excelente,Ejemplar,Adecuado,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Frecuente,Frecuente,Ocasional,Baja,Inadecuada,Baja,Bajo,Regular,Bueno,Tiempo_Completo,Bueno,Moderado,Excelente,Destacado,Destacado,Medio
Excelente,Alta,Excelente,Critico,Insuficiente,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_Moderado,Minimo,Frecuente,Constante,Media,Moderada,Frecuente,Moderado,Excesivo,Deficiente,Parcial_Baja,Moderado,Bajo,Regular,Inicio,Previsto,Bajo
Excelente,Excelente,Excelente,Ejemplar,Adecuado,Impuntual,Bajo,Sin_deuda,Beca_Total,Medio,Vulnerable,Minimo,Constante,Ocasional,Baja,Adecuada,Nula,Bajo,Excesivo,Bueno,Parcial_Alta,Insuficiente,Bajo,Regular,Destacado,Destacado,Bajo
Baja,Media,Media,Moderado,Intensivo,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Riesgo_Moderado,Frecuente,Nula,Constante,Baja,Moderada,Constante,Bajo,Adecuado,Regular,Parcial_Alta,Insuficiente,Bajo,Excelente,En_Proceso,Previsto,Bajo
Media,Alta,Alta,Ejemplar,Adecuado,Puntual,Bajo,Sin_deuda,Pago_Directo,Medio,Sostenible,Constante,Nula,Constante,Baja,Moderada,Constante,Bajo,Excesivo,Bueno,Parcial_Alta,Insuficiente,Bajo,Excelente,Destacado,En_Proceso,Bajo
Media,Excelente,Alta,Ejemplar,Adecuado,Puntual,Medio,Sin_deuda,Credito,Alto,Estable,Minimo,Ocasional,Ocasional,Baja,Adecuada,Baja,Alto,Deficiente,Deficiente,Tiempo_Completo,Insuficiente,Alto,Critico,Previsto,Destacado,Medio
Alta,Excelente,Excelente,Critico,Limitado,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Constante,Ocasional,Baja,Inadecuada,Frecuente,Alto,Regular,Excelente,Parcial_Alta,Insuficiente,Moderado,Excelente,En_Proceso,En_Proceso,Alto
Media,Alta,Media,Moderado,Limitado,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Frecuente,Ocasional,Baja,Inadecuada,Nula,Moderado,Deficiente,Regular,Ninguna,Insuficiente,Moderado,Critico,Previsto,En_Proceso,Bajo
Excelente,Excelente,Excelente,Moderado,Adecuado,Impuntual,Bajo,Sin_deuda,Credito,Medio,Vulnerable,Minimo,Nula,Nula,Baja,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Ninguna,Moderado,Muy_Alto,Excelente,Destacado,Destacado,Bajo
Excelente,Media,Excelente,Moderado,Adecuado,Puntual,Bajo,Con_deuda,Beca_Parcial,Alto,Riesgo_Moderado,Ocasional,Frecuente,Nula,Alta,Adecuada,Nula,Alto,Adecuado,Regular,Parcial_Alta,Excelente,Moderado,Excelente,En_Proceso,Inicio,Bajo
Baja,Alta,Media,Critico,Adecuado,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Frecuente,Constante,Alta,Inadecuada,Constante,Alto,Excesivo,Regular,Ninguna,Insuficiente,Alto,Critico,Previsto,Previsto,Bajo
Alta,Baja,Media,Consistente,Insuficiente,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Ocasional,Constante,Constante,Alta,Moderada,Constante,Moderado,Excesivo,Bueno,Tiempo_Completo,Insuficiente,Moderado,Regular,En_Proceso,En_Proceso,Alto
Alta,Excelente,Excelente,Moderado,Intensivo,Impuntual,Bajo,Sin_deuda,Beca_Total,Medio,Vulnerable,Frecuente,Constante,Constante,Alta,Adecuada,Nula,Alto,Regular,Bueno,Parcial_Alta,Excelente,Bajo,Excelente,En_Proceso,Previsto,Bajo
Media,Media,Excelente,Ejemplar,Insuficiente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Ocasional,Constante,Media,Inadecuada,Frecuente,Bajo,Adecuado,Excelente,Ninguna,Bueno,Muy_Alto,Excelente,Previsto,Inicio,Bajo
Media,Media,Excelente,Moderado,Intensivo,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Minimo,Frecuente,Frecuente,Alta,Inadecuada,Frecuente,Alto,Adecuado,Regular,Ninguna,Moderado,Moderado,Excelente,Destacado,Destacado,Bajo
Alta,Media,Excelente,Consistente,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Ocasional,Nula,Frecuente,Alta,Inadecuada,Constante,Bajo,Regular,Deficiente,Parcial_Baja,Bueno,Alto,Critico,Previsto,Inicio,Bajo
Excelente,Media,Baja,Moderado,Limitado,Puntual,Alto,Con_deuda,Pago_Directo,Medio,Riesgo_Moderado,Frecuente,Constante,Nula,Alta,Moderada,Nula,Moderado,Deficiente,Regular,Parcial_Baja,Moderado,Muy_Alto,Critico,Destacado,Previsto,Bajo
Baja,Excelente,Excelente,Consistente,Limitado,Puntual,Medio,Sin_deuda,Credito,Alto,Sostenible,Minimo,Constante,Constante,Alta,Inadecuada,Constante,Alto,Adecuado,Bueno,Ninguna,Excelente,Muy_Alto,Excelente,Inicio,Previsto,Bajo
Alta,Excelente,Alta,Ejemplar,Intensivo,Impuntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Riesgo_Moderado,Frecuente,Ocasional,Constante,Baja,Inadecuada,Baja,Bajo,Regular,Deficiente,Parcial_Alta,Moderado,Moderado,Excelente,Previsto,En_Proceso,Medio
Media,Excelente,Alta,Consistente,Limitado,Puntual,Alto,Con_deuda,Beca_Parcial,Medio,Riesgo_Moderado,Ocasional,Constante,Frecuente,Alta,Adecuada,Constante,Moderado,Deficiente,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,Previsto,Destacado,Medio
Media,Media,Baja,Critico,Limitado,Puntual,Alto,Con_deuda,Beca_Parcial,Medio,Sostenible,Frecuente,Ocasional,Nula,Baja,Inadecuada,Frecuente,Alto,Adecuado,Bueno,Parcial_Baja,Insuficiente,Alto,Regular,En_Proceso,En_Proceso,Bajo
Baja,Excelente,Excelente,Critico,Adecuado,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Constante,Constante,Frecuente,Alta,Moderada,Frecuente,Moderado,Deficiente,Deficiente,Tiempo_Completo,Excelente,Muy_Alto,Excelente,Previsto,Previsto,Medio
Media,Media,Media,Moderado,Adecuado,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Bajo,Sostenible,Minimo,Constante,Nula,Media,Adecuada,Nula,Bajo,Adecuado,Excelente,Tiempo_Completo,Excelente,Muy_Alto,Excelente,Destacado,Destacado,Medio
Excelente,Media,Alta,Ejemplar,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Vulnerable,Constante,Ocasional,Nula,Baja,Inadecuada,Nula,Alto,Adecuado,Regular,Ninguna,Insuficiente,Bajo,Excelente,Previsto,En_Proceso,Bajo
Media,Baja,Baja,Critico,Adecuado,Impuntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Minimo,Constante,Constante,Alta,Moderada,Nula,Moderado,Adecuado,Bueno,Parcial_Alta,Moderado,Alto,Critico,Previsto,Destacado,Bajo
Media,Alta,Media,Critico,Adecuado,Puntual,Muy_Bajo,Con_deuda,Beca_Total,Alto,Riesgo_Moderado,Ocasional,Frecuente,Ocasional,Alta,Adecuada,Constante,Bajo,Deficiente,Bueno,Tiempo_Completo,Moderado,Moderado,Excelente,Inicio,Inicio,Alto
Excelente,Baja,Alta,Consistente,Intensivo,Puntual,Bajo,Con_deuda,Beca_Total,Alto,Riesgo_Moderado,Minimo,Constante,Nula,Media,Adecuada,Frecuente,Bajo,Regular,Excelente,Parcial_Alta,Insuficiente,Alto,Regular,En_Proceso,Destacado,Alto
Excelente,Excelente,Excelente,Consistente,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Credito,Medio,Riesgo_Moderado,Ocasional,Nula,Constante,Media,Inadecuada,Constante,Alto,Adecuado,Bueno,Ninguna,Insuficiente,Muy_Alto,Critico,Inicio,Previsto,Bajo
Alta,Alta,Alta,Consistente,Insuficiente,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Frecuente,Nula,Nula,Alta,Inadecuada,Baja,Alto,Regular,Deficiente,Parcial_Alta,Bueno,Moderado,Regular,Destacado,En_Proceso,Medio
Alta,Alta,Excelente,Consistente,Limitado,Impuntual,Medio,Con_deuda,Beca_Parcial,Muy_Bajo,Riesgo_Moderado,Frecuente,Frecuente,Frecuente,Alta,Adecuada,Constante,Moderado,Deficiente,Bueno,Parcial_Alta,Excelente,Muy_Alto,Critico,En_Proceso,En_Proceso,Bajo
Excelente,Baja,Alta,Moderado,Insuficiente,Puntual,Medio,Con_deuda,Beca_Parcial,Alto,Estable,Ocasional,Frecuente,Nula,Baja,Moderada,Nula,Moderado,Adecuado,Regular,Parcial_Alta,Bueno,Moderado,Excelente,Destacado,Previsto,Bajo
Excelente,Media,Alta,Critico,Adecuado,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Minimo,Frecuente,Ocasional,Media,Moderada,Baja,Moderado,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Moderado,Critico,En_Proceso,Previsto,Bajo
Excelente,Baja,Alta,Critico,Insuficiente,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Vulnerable,Constante,Frecuente,Nula,Media,Inadecuada,Frecuente,Bajo,Regular,Bueno,Ninguna,Moderado,Muy_Alto,Regular,Destacado,En_Proceso,Bajo
Alta,Media,Excelente,Consistente,Intensivo,Puntual,Bajo,Con_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Ocasional,Ocasional,Baja,Adecuada,Nula,Moderado,Adecuado,Excelente,Ninguna,Insuficiente,Moderado,Critico,Previsto,Previsto,Bajo
Excelente,Excelente,Excelente,Moderado,Intensivo,Puntual,Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Constante,Nula,Ocasional,Baja,Inadecuada,Nula,Moderado,Regular,Regular,Parcial_Baja,Bueno,Bajo,Excelente,Destacado,Destacado,Bajo
Alta,Baja,Alta,Moderado,Intensivo,Puntual,Bajo,Sin_deuda,Beca_Total,Bajo,Sostenible,Constante,Constante,Nula,Alta,Adecuada,Nula,Alto,Adecuado,Bueno,Ninguna,Excelente,Alto,Excelente,En_Proceso,Destacado,Bajo
Media,Media,Excelente,Ejemplar,Intensivo,Puntual,Bajo,Sin_deuda,Pago_Directo,Alto,Riesgo_Moderado,Constante,Ocasional,Constante,Alta,Moderada,Frecuente,Alto,Deficiente,Excelente,Parcial_Baja,Moderado,Muy_Alto,Regular,Destacado,Destacado,Alto
Alta,Baja,Alta,Consistente,Adecuado,Impuntual,Alto,Con_deuda,Beca_Parcial,Bajo,Riesgo_Moderado,Frecuente,Ocasional,Nula,Media,Inadecuada,Frecuente,Bajo,Excesivo,Bueno,Parcial_Alta,Insuficiente,Moderado,Excelente,Previsto,Previsto,Medio
Alta,Baja,Baja,Moderado,Insuficiente,Puntual,Bajo,Con_deuda,Beca_Parcial,Alto,Vulnerable,Ocasional,Constante,Nula,Baja,Inadecuada,Nula,Moderado,Deficiente,Deficiente,Parcial_Baja,Excelente,Muy_Alto,Regular,Inicio,Inicio,Bajo
Excelente,Media,Alta,Critico,Insuficiente,Impuntual,Muy_Bajo,Sin_deuda,Credito,Medio,Vulnerable,Constante,Constante,Ocasional,Media,Inadecuada,Baja,Bajo,Deficiente,Deficiente,Ninguna,Moderado,Muy_Alto,Critico,En_Proceso,Inicio,Bajo
Alta,Media,Baja,Ejemplar,Limitado,Impuntual,Medio,Sin_deuda,Credito,Bajo,Riesgo_Moderado,Ocasional,Frecuente,Constante,Media,Adecuada,Nula,Bajo,Excesivo,Bueno,Ninguna,Moderado,Bajo,Excelente,Previsto,Inicio,Bajo
Baja,Baja,Baja,Consistente,Limitado,Impuntual,Medio,Sin_deuda,Credito,Bajo,Riesgo_Moderado,Constante,Ocasional,Nula,Baja,Moderada,Baja,Moderado,Excesivo,Bueno,Parcial_Baja,Bueno,Muy_Alto,Regular,Destacado,Previsto,Medio
Alta,Excelente,Alta,Moderado,Intensivo,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Alto,Vulnerable,Frecuente,Constante,Constante,Alta,Adecuada,Nula,Alto,Regular,Bueno,Ninguna,Bueno,Muy_Alto,Excelente,Previsto,Destacado,Medio
Excelente,Media,Excelente,Ejemplar,Adecuado,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Constante,Frecuente,Frecuente,Alta,Inadecuada,Frecuente,Moderado,Deficiente,Bueno,Parcial_Baja,Excelente,Moderado,Excelente,Previsto,Previsto,Bajo
Alta,Excelente,Media,Moderado,Limitado,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_Moderado,Frecuente,Constante,Constante,Alta,Adecuada,Frecuente,Moderado,Regular,Bueno,Tiempo_Completo,Insuficiente,Alto,Regular,Previsto,Destacado,Alto
Alta,Alta,Alta,Critico,Limitado,Impuntual,Medio,Con_deuda,Beca_Parcial,Bajo,Estable,Ocasional,Constante,Ocasional,Baja,Moderada,Constante,Moderado,Regular,Bueno,Parcial_Baja,Bueno,Alto,Excelente,Destacado,Destacado,Bajo
Media,Media,Media,Moderado,Intensivo,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Alto,Sostenible,Constante,Frecuente,Frecuente,Media,Inadecuada,Nula,Bajo,Regular,Bueno,Tiempo_Completo,Insuficiente,Alto,Excelente,En_Proceso,Inicio,Alto
Media,Alta,Media,Critico,Limitado,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Ocasional,Frecuente,Frecuente,Alta,Adecuada,Nula,Alto,Deficiente,Deficiente,Parcial_Baja,Insuficiente,Moderado,Excelente,Inicio,En_Proceso,Medio
Excelente,Alta,Excelente,Critico,Limitado,Puntual,Medio,Sin_deuda,Beca_Parcial,Medio,Vulnerable,Minimo,Nula,Constante,Media,Inadecuada,Nula,Moderado,Deficiente,Regular,Parcial_Alta,Moderado,Moderado,Regular,Previsto,Destacado,Medio
Baja,Baja,Alta,Ejemplar,Insuficiente,Impuntual,Alto,Sin_deuda,Pago_Directo,Medio,Vulnerable,Ocasional,Frecuente,Constante,Media,Inadecuada,Constante,Moderado,Excesivo,Regular,Tiempo_Completo,Excelente,Moderado,Regular,En_Proceso,En_Proceso,Bajo
Alta,Alta,Alta,Moderado,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Medio,Riesgo_Moderado,Ocasional,Ocasional,Nula,Baja,Adecuada,Nula,Moderado,Regular,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,En_Proceso,En_Proceso,Bajo
Baja,Excelente,Baja,Ejemplar,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Alto,Estable,Constante,Constante,Nula,Baja,Inadecuada,Constante,Moderado,Adecuado,Excelente,Parcial_Baja,Excelente,Moderado,Excelente,Previsto,Inicio,Bajo
Excelente,Alta,Alta,Moderado,Intensivo,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Minimo,Ocasional,Constante,Baja,Moderada,Nula,Alto,Excesivo,Deficiente,Tiempo_Completo,Moderado,Moderado,Regular,En_Proceso,Destacado,Bajo
Excelente,Baja,Alta,Consistente,Adecuado,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Alto,Estable,Frecuente,Ocasional,Ocasional,Baja,Moderada,Frecuente,Bajo,Excesivo,Bueno,Ninguna,Insuficiente,Alto,Critico,Destacado,Destacado,Medio
Baja,Media,Baja,Critico,Insuficiente,Impuntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Frecuente,Constante,Frecuente,Alta,Inadecuada,Constante,Moderado,Deficiente,Regular,Ninguna,Moderado,Moderado,Excelente,Previsto,Previsto,Bajo
Excelente,Alta,Excelente,Ejemplar,Insuficiente,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Medio,Vulnerable,Constante,Frecuente,Ocasional,Alta,Moderada,Constante,Moderado,Excesivo,Regular,Parcial_Baja,Bueno,Muy_Alto,Regular,Destacado,Inicio,Alto
Excelente,Media,Media,Critico,Adecuado,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Ocasional,Nula,Ocasional,Baja,Adecuada,Frecuente,Moderado,Regular,Excelente,Ninguna,Insuficiente,Moderado,Regular,Previsto,Destacado,Bajo
Alta,Media,Excelente,Moderado,Insuficiente,Puntual,Alto,Sin_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Constante,Nula,Constante,Alta,Moderada,Nula,Moderado,Excesivo,Regular,Parcial_Baja,Excelente,Moderado,Regular,En_Proceso,Inicio,Bajo
Baja,Baja,Baja,Consistente,Adecuado,Impuntual,Muy_Bajo,Con_deuda,Beca_Total,Medio,Vulnerable,Constante,Constante,Nula,Alta,Inadecuada,Baja,Bajo,Adecuado,Regular,Parcial_Baja,Bueno,Moderado,Regular,Previsto,Previsto,Alto
Alta,Excelente,Alta,Ejemplar,Limitado,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Ocasional,Ocasional,Frecuente,Media,Inadecuada,Constante,Moderado,Adecuado,Bueno,Parcial_Alta,Excelente,Alto,Excelente,Destacado,Previsto,Bajo
Excelente,Baja,Alta,Ejemplar,Insuficiente,Puntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Sostenible,Constante,Nula,Constante,Media,Adecuada,Nula,Moderado,Deficiente,Excelente,Ninguna,Moderado,Moderado,Regular,En_Proceso,Inicio,Bajo
Media,Baja,Media,Ejemplar,Limitado,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Alto,Vulnerable,Minimo,Frecuente,Ocasional,Media,Adecuada,Nula,Bajo,Deficiente,Deficiente,Parcial_Alta,Insuficiente,Bajo,Regular,Previsto,Destacado,Medio
Media,Media,Media,Moderado,Adecuado,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Bajo,Estable,Minimo,Frecuente,Nula,Alta,Inadecuada,Nula,Alto,Excesivo,Bueno,Parcial_Baja,Moderado,Muy_Alto,Critico,En_Proceso,Previsto,Medio
Media,Excelente,Excelente,Critico,Limitado,Puntual,Medio,Con_deuda,Beca_Total,Medio,Riesgo_Moderado,Ocasional,Constante,Ocasional,Baja,Moderada,Frecuente,Bajo,Adecuado,Excelente,Parcial_Alta,Bueno,Moderado,Excelente,Previsto,Destacado,Alto
Baja,Alta,Alta,Moderado,Intensivo,Impuntual,Alto,Con_deuda,Pago_Directo,Muy_Bajo,Riesgo_Moderado,Ocasional,Nula,Frecuente,Media,Moderada,Frecuente,Moderado,Excesivo,Bueno,Parcial_Alta,Insuficiente,Moderado,Regular,En_Proceso,Destacado,Bajo
Alta,Alta,Excelente,Moderado,Adecuado,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Estable,Constante,Frecuente,Ocasional,Media,Inadecuada,Baja,Bajo,Regular,Regular,Parcial_Alta,Moderado,Moderado,Regular,Inicio,Inicio,Alto
Media,Baja,Baja,Consistente,Insuficiente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Medio,Vulnerable,Minimo,Constante,Constante,Alta,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Tiempo_Completo,Moderado,Muy_Alto,Regular,Destacado,Previsto,Medio
Baja,Excelente,Alta,Consistente,Intensivo,Puntual,Alto,Sin_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Frecuente,Constante,Alta,Adecuada,Nula,Moderado,Adecuado,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,Inicio,Previsto,Bajo
Baja,Baja,Baja,Critico,Intensivo,Puntual,Alto,Con_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Ocasional,Frecuente,Media,Inadecuada,Constante,Moderado,Deficiente,Regular,Ninguna,Bueno,Muy_Alto,Regular,Inicio,En_Proceso,Bajo
Media,Alta,Media,Moderado,Intensivo,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Medio,Riesgo_Moderado,Frecuente,Nula,Nula,Baja,Adecuada,Baja,Moderado,Adecuado,Bueno,Ninguna,Excelente,Muy_Alto,Excelente,En_Proceso,Previsto,Bajo
Baja,Baja,Baja,Ejemplar,Insuficiente,Impuntual,Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Estable,Minimo,Nula,Nula,Baja,Moderada,Nula,Bajo,Regular,Regular,Parcial_Baja,Moderado,Muy_Alto,Critico,Inicio,Previsto,Medio
Alta,Excelente,Media,Ejemplar,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Medio,Riesgo_Moderado,Minimo,Frecuente,Frecuente,Alta,Adecuada,Baja,Alto,Regular,Excelente,Parcial_Alta,Insuficiente,Bajo,Regular,Destacado,Destacado,Medio
Media,Media,Media,Moderado,Adecuado,Impuntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Frecuente,Nula,Ocasional,Baja,Moderada,Baja,Alto,Regular,Regular,Parcial_Alta,Insuficiente,Alto,Critico,En_Proceso,Previsto,Medio
Excelente,Media,Alta,Critico,Intensivo,Impuntual,Alto,Con_deuda,Beca_Total,Muy_Bajo,Sostenible,Ocasional,Constante,Nula,Media,Inadecuada,Nula,Moderado,Adecuado,Bueno,Parcial_Alta,Moderado,Bajo,Excelente,Previsto,Destacado,Bajo
Alta,Baja,Media,Ejemplar,Limitado,Impuntual,Alto,Sin_deuda,Credito,Alto,Estable,Ocasional,Nula,Frecuente,Alta,Moderada,Baja,Bajo,Adecuado,Deficiente,Parcial_Baja,Moderado,Alto,Excelente,Previsto,Destacado,Medio
Media,Media,Alta,Critico,Limitado,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Alto,Riesgo_Moderado,Frecuente,Ocasional,Constante,Baja,Adecuada,Constante,Moderado,Deficiente,Deficiente,Parcial_Alta,Moderado,Moderado,Regular,Previsto,Previsto,Bajo
Media,Alta,Excelente,Critico,Adecuado,Impuntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Constante,Constante,Alta,Adecuada,Baja,Moderado,Regular,Excelente,Ninguna,Insuficiente,Muy_Alto,Regular,Previsto,En_Proceso,Medio
Media,Baja,Baja,Critico,Limitado,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Minimo,Nula,Frecuente,Baja,Moderada,Nula,Bajo,Adecuado,Regular,Tiempo_Completo,Excelente,Alto,Regular,Previsto,Inicio,Bajo
